Customer_ID,Name,Age,Gender,Account_Type,Account_Balance,Transaction_Date,Transaction_Type,Transaction_Amount,Branch_Code,Is_International_Transaction
ac7d36e9,Derek Macias,39.0,Male,Current,11800.39,2024-03-09,Debit,1273.37,B003,1
90e971a3,Troy Ware,54.0,Male,Current,36861.37,2024-08-16,Credit,5691.83,B003,0
666dd702,Kevin Hernandez,67.0,Female,Salary,17610.88,2024-01-08,Credit,5043.43,B004,0
e02d9b04,John Patterson,56.0,Female,Savings,82956.04,2024-08-22,Credit,1072.76,B003,0
dead979c,Yvette Martin,37.0,Female,Current,3722.02,2024-04-10,Credit,4990.2,B005,0
f7e32a18,David Murphy,71.0,Female,Savings,99076.75,2023-08-20,Credit,4909.38,B001,0
b4b21341,Lauren Vazquez,70.0,Male,Salary,51882.98,2025-04-09,Credit,54.25,B004,1
8ff1147c,Andrew Brown,74.0,Male,Current,48726.4,2024-01-21,Debit,6602.79,B005,0
29b83067,Jane Morris,26.0,Female,Savings,46487.94,2025-05-15,Debit,9216.51,B002,1
e61ac469,Jill Haney,52.0,Male,Current,6053.53,2025-02-02,Debit,1219.87,B005,0
a53d053d,Daniel Munoz,41.0,Male,Salary,34010.89,2024-11-07,Debit,4389.73,B001,0
b905874f,Misty Gonzalez,41.0,Male,Salary,58876.2,2025-06-26,Credit,7582.75,B004,0
6e9428fb,Lawrence Klein,46.0,Female,Salary,41910.01,2025-05-07,Debit,8452.35,B005,0
e02e7363,Ann Rice,46.0,Female,Salary,58760.31,2024-04-23,Credit,7892.97,B004,0
a8c6c1fa,Dr. Jeffrey Mcclure,33.0,Female,Savings,56755.56,2024-12-10,Debit,8178.03,B001,1
c394ffe9,Jennifer Martin,57.0,Female,Current,33707.02,2024-04-15,Credit,6633.08,B001,0
b9356cfa,Daniel Cox,37.0,Female,Savings,7496.88,2025-06-26,Credit,467.93,B001,0
40b6cb73,Kayla Solomon,27.0,Female,Salary,14483.58,2024-10-21,Credit,9573.31,B004,1
720724f4,Melissa Norton,25.0,Female,Salary,13338.71,2024-09-17,Debit,206.42,B004,1
b840f05a,Mckenzie Hall,49.0,Male,Savings,66099.8,2024-11-02,Credit,7459.77,B005,1
4c97fc75,Christine Hall,41.0,Female,Savings,77388.08,2024-04-03,Debit,9912.95,B002,1
6911dfdd,Emily Moore,25.0,Female,Savings,1711.84,2024-04-28,Credit,3451.76,B001,1
e05d5545,Victoria Kennedy,46.0,Female,Salary,19100.95,2024-02-04,Debit,3254.34,B002,0
6f91237b,Hannah Johnson,27.0,Female,Salary,85989.36,2025-02-07,Debit,6411.73,B005,0
4a69b41a,April Gutierrez,63.0,Female,Current,56070.64,2023-10-26,Credit,5590.76,B003,0
cb959a14,Jessica Murphy,59.0,Female,Salary,50780.27,2024-11-08,Credit,7266.73,B004,1
47570640,Erin Gutierrez,65.0,Male,Current,65541.64,2023-09-03,Debit,1072.18,B005,1
e8a48e5f,Richard Wilkinson,30.0,Female,Current,38885.52,2025-05-26,Credit,1557.88,B005,1
ddd7bf7c,Kimberly Peters,72.0,Female,Savings,40283.43,2024-08-29,Credit,8641.54,B003,0
2e158edd,Elizabeth Nguyen,35.0,Female,Current,41502.37,2024-02-20,Credit,5528.71,B004,1
6fad7b18,Jordan Walker,42.0,Male,Savings,22574.4,2023-10-03,Debit,6086.24,B005,1
fb1f936a,Stephanie Swanson,41.0,Female,Savings,98152.05,2023-07-29,Debit,6926.98,B005,1
3dd5aef4,Sandra White,53.0,Male,Salary,84294.72,2024-02-01,Debit,1419.41,B004,1
45afc537,Lindsay Wu,27.0,Female,Salary,80400.89,2024-07-31,Debit,8977.9,B002,1
ab825fcb,Nicole Miller,35.0,Male,Savings,62271.6,2025-03-31,Credit,3558.61,B005,0
28626a74,Gary Cantu,20.0,Male,Salary,49518.975,2024-04-01,Credit,647.04,B003,1
2cfe4d4d,Samantha Stanley,69.0,Female,Savings,24176.13,2024-03-18,Debit,2282.3,B005,0
35e8bce6,Malik Simmons,74.0,Male,Current,10528.44,2024-04-21,Debit,8839.48,B005,0
55d67d21,Jesse Williams,46.0,Male,Savings,47788.06,2023-10-12,Credit,286.7,B005,0
8a7b9397,Gary Peters,27.0,Male,Current,88647.38,2024-02-10,Debit,2599.45,B001,1
ac363a84,Shannon Dunn,62.0,Female,Savings,40417.83,2023-08-24,Debit,4115.99,B004,0
9f6d3052,Elizabeth Mcclure,72.0,Female,Current,47520.07,2023-09-28,Debit,73.17,B004,0
f6c740db,Joseph Gibson,33.0,Female,Salary,43090.2,2023-08-10,Credit,4143.55,B002,0
764e97b8,Colin Burch,34.0,Male,Current,95836.67,2024-01-26,Debit,1832.26,B003,0
b0b2f2d7,Sheila Jackson,61.0,Female,Savings,99580.57,2023-08-29,Debit,6005.43,B005,0
f09262af,Sarah Griffin,31.0,Female,Salary,94902.62,2024-09-23,Debit,8891.1,B001,0
ca6ef96c,Jordan Marshall,29.0,Male,Savings,83783.14,2024-02-03,Credit,3135.84,B004,0
fdf235a0,Lori Davis,18.0,Female,Current,57209.29,2024-11-16,Credit,4720.71,B004,1
f3d2b6cc,Jose Little,20.0,Male,Current,58777.12,2024-12-11,Debit,2523.88,B001,1
dc9946f6,Jessica Brown,36.0,Female,Salary,24722.68,2023-08-01,Credit,2054.77,B005,1
99d5df8b,David Simmons,42.0,Female,Savings,44082.28,2024-09-27,Credit,42.78,B001,1
c62962e9,Robert Miller,37.0,Male,Salary,39611.26,2024-11-13,Credit,3313.51,B004,1
bc8c2677,Peter Hawkins MD,69.0,Female,Savings,49518.975,2025-06-24,Credit,728.99,B004,1
84470f2d,Stephanie Barrett,41.0,Male,Current,54980.86,2025-06-19,Debit,4007.1,B002,0
e0487bbb,Michael Frederick,43.0,Female,Current,60461.81,2024-02-08,Debit,9462.33,B003,1
6cd08030,Steve Francis,74.0,Female,Salary,92807.89,2023-12-31,Credit,1774.71,B005,0
4cb53fba,James Lee,60.0,Female,Current,86740.95,2023-11-01,Credit,7076.91,B001,0
0410e0f3,Tanya Rivera,51.0,Male,Salary,17928.15,2024-01-26,Credit,772.7,B004,0
7e357bef,Nicholas Nolan,18.0,Male,Salary,61908.07,2024-10-05,Debit,5927.66,B001,0
e5083bb7,Kenneth Hebert,25.0,Female,Salary,30782.4,2024-10-12,Credit,8600.76,B001,1
ec6b3c6b,Teresa Johnson,25.0,Female,Salary,90136.11,2024-04-15,Debit,3436.32,B005,1
a723fe1d,John Black,52.0,Female,Salary,5276.6,2024-01-27,Debit,7300.15,B002,0
e916e827,Christine Young,54.0,Female,Savings,82460.25,2025-02-09,Debit,6187.5,B003,1
1616ae3e,Shelby Smith,50.0,Female,Salary,82701.8,2025-01-28,Credit,4434.29,B002,0
25148105,Carly Ramirez,59.0,Female,Current,38252.92,2025-03-17,Debit,9819.15,B002,1
1bf6a2ff,Kevin Hall,74.0,Male,Current,64052.9,2024-05-10,Debit,2623.29,B001,0
5908a13e,Timothy Fisher,66.0,Male,Savings,97567.38,2024-01-14,Credit,8471.43,B005,0
ab22886b,Emma West,63.0,Male,Salary,17005.48,2023-07-24,Credit,8197.93,B005,0
ecfcea37,Amy Mooney,46.0,Female,Current,24406.18,2024-05-27,Credit,3531.45,B003,0
4d6cb024,Jeanne Floyd,27.0,Female,Savings,75115.3,2025-02-27,Credit,5437.46,B001,0
7c1fdb1c,Tracy Wong,68.0,Female,Savings,25355.16,2024-02-08,Credit,2582.87,B002,0
7c8b1d7a,Jeffrey Weiss,69.0,Female,Current,43608.84,2025-01-22,Credit,7541.3,B001,1
c1d46e0d,Amy Brown,49.0,Male,Savings,31963.09,2023-07-23,Debit,4469.13,B004,0
5a435bd2,Victoria Dixon,19.0,Female,Current,31472.3,2024-01-11,Credit,4095.09,B003,0
040da87d,Sarah Grant,46.0,Male,Salary,65245.34,2023-11-17,Debit,6232.74,B003,0
19aabd7c,Robin Patel,65.0,Male,Current,10354.0,2023-12-15,Debit,1390.38,B001,0
7eb56a86,Mrs. Debra Quinn DDS,24.0,Female,Salary,51588.82,2024-07-08,Debit,9649.27,B004,0
afd499cf,Lori Rogers,37.0,Male,Salary,18646.01,2023-08-28,Credit,2777.06,B001,1
098f5955,Gregory Washington,66.0,Male,Current,44449.39,2024-01-09,Credit,1812.72,B001,1
290684e4,Daniel Dixon,66.0,Male,Salary,56506.82,2025-04-28,Debit,5043.43,B003,1
96a5e410,Gerald Gomez,46.0,Male,Savings,92730.38,2024-09-02,Debit,7943.4,B004,1
5c1a5d1c,Keith Johnson,65.0,Female,Current,16487.56,2025-02-06,Debit,2427.65,B004,1
5b60c357,Danny Sandoval,74.0,Male,Salary,28638.73,2023-11-01,Credit,4485.06,B005,1
1254121a,Paul Gibson,51.0,Female,Salary,24466.22,2024-04-03,Debit,9499.3,B004,1
34d71f6e,Ryan Kirby,26.0,Female,Savings,22749.22,2023-12-10,Debit,7184.9,B005,1
651504d4,Jeanette Coffey,38.0,Male,Savings,50480.36,2024-01-05,Credit,6400.34,B004,0
5552de34,Katherine Alexander,41.0,Male,Salary,23685.97,2024-02-04,Credit,7748.04,B005,0
15654b46,Louis Strong,32.0,Male,Salary,5668.36,2024-10-04,Debit,629.02,B003,0
67434717,Lori Gonzalez,27.0,Female,Savings,65847.03,2025-04-20,Credit,9365.34,B002,0
c5c5a47a,Jared Wilson,45.0,Male,Salary,11853.34,2024-09-16,Debit,6536.43,B004,1
42265497,Michele Moore,44.0,Male,Salary,16630.5,2024-01-16,Credit,6288.44,B002,1
41c4d891,Kimberly Kane,40.0,Female,Savings,24514.53,2024-02-17,Credit,4181.92,B001,0
d1072110,Danielle Marshall,18.0,Male,Current,53991.96,2023-08-14,Debit,9902.68,B004,0
2d856097,Lori Nguyen,64.0,Female,Salary,6397.63,2024-03-26,Credit,8922.11,B003,1
245cc031,Cynthia Gross,58.0,Male,Current,56852.98,2025-05-07,Debit,7105.0,B002,1
b5fcfe15,Melissa Nichols,63.0,Female,Savings,51387.05,2023-09-18,Debit,3960.06,B002,0
871139ed,Andrea Harris,36.0,Female,Salary,54295.14,2023-12-30,Credit,4665.31,B002,0
f3045d1a,Katherine Zimmerman,48.0,Female,Salary,26723.71,2023-07-22,Credit,226.91,B005,1
f1b27dff,Jessica Lozano,23.0,Female,Current,87327.01,2024-01-23,Debit,4408.64,B005,1
ea4ffcae,Christopher Hall,55.0,Female,Current,24257.46,2024-06-10,Credit,8458.15,B005,0
eca0d6ce,Gina Harris,44.0,Female,Salary,11491.47,2023-09-10,Credit,4072.37,B005,0
eccc1709,Wesley Johnson,74.0,Male,Current,31678.43,2023-11-01,Debit,8290.14,B003,0
80d09579,Sandra Williams,44.0,Female,Salary,33992.7,2024-05-19,Debit,3914.18,B001,0
8f749f47,Megan Flowers,19.0,Female,Salary,90282.05,2023-09-23,Debit,7148.17,B002,1
ad456a5b,Michael Nelson,39.0,Male,Savings,18337.42,2023-10-21,Debit,2332.52,B005,0
c8d73831,Victoria Hutchinson,65.0,Male,Salary,72643.45,2024-01-16,Credit,1846.75,B004,1
d350614a,Linda Roberts,31.0,Male,Salary,42630.27,2024-12-19,Debit,5877.51,B005,1
d4969441,Scott Johnson,29.0,Male,Salary,28958.39,2024-11-15,Credit,3786.73,B002,1
b766e7c0,Scott Wallace,41.0,Female,Salary,38936.33,2024-10-02,Credit,2074.56,B002,1
69bcb365,Carolyn Torres,60.0,Male,Current,87321.3,2023-12-02,Credit,5647.76,B001,0
cf2fdaa8,Jenna Rivera DDS,26.0,Male,Current,87277.09,2024-12-26,Credit,5888.53,B002,0
a86c62eb,Cynthia Rivera,36.0,Male,Savings,37796.09,2023-08-17,Debit,5938.14,B004,0
f7bb8260,Mrs. Emily Williams,45.0,Female,Salary,49518.975,2025-05-27,Credit,2541.93,B004,0
ad3f082a,Travis Ramirez,72.0,Female,Savings,11368.15,2023-10-06,Credit,4550.94,B002,0
58e278ce,Michelle Mitchell,25.0,Male,Salary,18159.13,2025-03-18,Credit,7322.45,B001,0
6ab017de,Andrea Moody,28.0,Male,Current,46599.86,2023-09-04,Debit,8278.28,B005,1
cf41cd41,Mary Jackson,32.0,Female,Salary,40999.28,2024-03-01,Debit,8837.25,B004,1
9ac4f875,Anthony Miranda,22.0,Male,Current,70631.47,2025-04-07,Credit,6401.68,B002,1
827101d5,Chad Oconnor,27.0,Female,Savings,65997.1,2024-05-26,Credit,1410.37,B003,1
19c02af4,Brittney Lopez,59.0,Male,Current,48102.66,2025-06-26,Debit,2930.34,B004,0
c82b9564,Daniel Edwards,40.0,Male,Savings,67878.13,2024-09-05,Credit,2414.29,B004,1
d5752bb9,Travis Miller,71.0,Male,Salary,58053.51,2023-07-19,Credit,1803.07,B002,0
59f95ba9,Jose Jones,66.0,Female,Savings,96958.71,2023-07-18,Credit,640.54,B005,1
015a1bc0,Donald Curtis,29.0,Female,Salary,88355.27,2025-01-10,Credit,3850.65,B004,0
16a37aa3,Eric Hammond,56.0,Male,Savings,5185.04,2024-06-20,Credit,4758.15,B005,0
e58d770d,Jennifer Smith,27.0,Female,Salary,28304.62,2025-03-26,Credit,6291.45,B002,0
f715eec2,Kathryn Branch,40.0,Male,Savings,31560.24,2024-04-14,Debit,5165.03,B004,0
b85024a6,Shirley Morgan,33.0,Female,Current,78186.93,2025-03-25,Debit,7568.3,B002,0
eb0f63ee,Brad Obrien,20.0,Female,Current,44600.41,2025-06-25,Debit,533.72,B004,1
4981c96e,Susan Richardson,62.0,Female,Salary,59839.64,2023-09-10,Credit,5043.43,B004,1
9422effb,Tracy Macias,49.0,Female,Salary,95778.15,2024-12-22,Debit,360.24,B001,0
c7d3d459,Kevin Young,49.0,Female,Salary,94750.87,2024-08-27,Debit,9887.93,B004,0
fe18e572,Shelby Cook,28.0,Male,Savings,19576.16,2025-05-29,Debit,8523.73,B002,1
22196f58,Andre Lee,44.0,Male,Current,99306.41,2024-10-15,Credit,3446.87,B001,0
092d5a97,Dustin Young,39.0,Male,Savings,62547.78,2024-06-26,Debit,5611.92,B005,0
dddcecec,Kristen Swanson,36.0,Female,Salary,44526.13,2025-01-05,Credit,9636.94,B004,1
b8660c3f,Brittany Newman,72.0,Female,Salary,64984.17,2024-04-12,Credit,5306.19,B003,0
ac92e4dd,Jeffrey Brown,61.0,Male,Current,10931.04,2025-03-02,Credit,8403.4,B005,1
e0d66f6d,Jody Liu,57.0,Male,Current,49518.975,2023-09-17,Debit,4174.4,B005,1
2b234e6a,Aaron Nelson,46.0,Female,Current,59472.77,2025-01-27,Credit,3525.78,B002,1
36352134,Gregory Hall,59.0,Male,Salary,43250.73,2023-09-08,Credit,1146.81,B005,0
7ef65d82,Ashley Jennings,48.0,Male,Salary,52674.18,2024-04-18,Credit,9859.61,B002,0
be1a3218,Bobby Shields,51.0,Female,Current,31199.12,2024-12-29,Debit,8975.14,B004,0
3677c2dc,Jason Moran,22.0,Female,Savings,57072.08,2024-01-11,Debit,4045.15,B002,1
23283626,Susan Moore,66.0,Male,Salary,35388.67,2024-12-18,Debit,9124.48,B003,1
9249e63e,Michael Bennett,50.0,Female,Current,96315.22,2024-10-05,Debit,7609.86,B005,0
c8edbaff,Shawn Bates,27.0,Male,Current,56564.46,2025-06-23,Credit,1774.87,B005,0
943ca02d,Michael Reid,42.0,Male,Salary,71771.22,2025-03-20,Debit,3846.19,B005,0
90092849,Christina Adkins,66.0,Male,Current,41613.35,2025-06-14,Debit,7436.91,B004,0
f80bc896,Julie Robertson,57.0,Female,Current,38618.24,2024-06-26,Debit,9516.38,B002,0
fb386236,Javier Green,34.0,Female,Salary,67075.12,2025-06-17,Credit,2951.37,B004,1
af15a04e,Meghan Dorsey,27.0,Male,Salary,20653.44,2023-07-20,Credit,3277.97,B001,0
04f5872d,Michael Perkins,56.0,Female,Salary,16314.73,2025-02-24,Debit,4997.46,B005,1
1496fa5f,Bryan Davis,35.0,Female,Current,49518.975,2024-04-05,Credit,8224.21,B003,1
43d5c0d7,Lee Kelly,35.0,Male,Current,63067.0,2024-06-26,Credit,8952.73,B003,0
0dd5dfca,Christopher Russo,54.0,Male,Salary,67445.38,2024-02-06,Debit,3632.69,B003,1
4d0ad11f,Jesus Gallegos,19.0,Female,Salary,21392.3,2023-10-18,Credit,4662.85,B005,0
9723da04,Ian Lopez,57.0,Female,Savings,23910.64,2023-12-31,Credit,2150.94,B003,1
b820c80e,Veronica Martinez,48.0,Female,Salary,97042.27,2024-12-01,Credit,9797.21,B001,0
7f43a124,Joseph Warren,22.0,Female,Current,44852.86,2023-12-30,Credit,2399.69,B005,0
1f4f3164,Dale Shelton,21.0,Male,Savings,72092.41,2024-08-10,Credit,6793.34,B002,1
a2767d59,April Reynolds,35.0,Male,Current,49518.975,2025-03-15,Credit,6802.18,B001,1
8bc4696c,Susan Spencer,45.0,Male,Current,53561.01,2023-08-01,Debit,806.24,B002,1
d2dae986,Sara Sanchez,39.0,Male,Savings,34849.73,2024-07-18,Credit,1314.64,B004,1
db18f015,Christina Scott,27.0,Male,Savings,69144.72,2025-06-16,Debit,8631.82,B005,0
aae7ebd1,Kayla Graves,73.0,Male,Savings,32808.66,2025-02-08,Credit,7115.45,B005,0
1dfe9341,Nathan Chambers,65.0,Female,Savings,5745.08,2024-04-19,Debit,956.66,B005,0
f30d0096,Shane Hester,27.0,Female,Salary,25170.78,2024-02-19,Credit,2693.58,B001,0
710ecc34,Brian Ellis,20.0,Male,Current,32187.64,2024-05-08,Debit,6621.71,B002,0
e0e3be80,Matthew Odonnell,21.0,Female,Salary,49518.975,2024-06-30,Credit,4499.48,B003,1
9ea3a13d,Joy Gardner,41.0,Female,Current,49518.975,2024-03-31,Debit,771.6,B003,0
4b9eab7f,John Young,60.0,Female,Salary,56801.52,2024-05-26,Credit,1675.35,B001,1
94071b3a,Timothy Wagner,63.0,Male,Salary,52766.04,2024-02-11,Debit,2827.27,B002,0
d6892d09,Dominic Russell,35.0,Female,Savings,90053.6,2023-10-31,Credit,7215.91,B003,1
f187909b,Eric Scott,69.0,Female,Current,80416.26,2023-11-26,Credit,591.05,B002,1
8f17abae,Thomas Lyons,62.0,Male,Savings,54141.58,2024-05-16,Debit,1481.82,B004,1
436bdd5b,Jeremy Curtis,59.0,Female,Salary,46253.52,2025-02-13,Debit,8486.67,B002,0
32342d13,Jessica Hayes,26.0,Female,Salary,39325.99,2024-07-14,Debit,9748.75,B005,0
f4a98948,Brenda Osborne,39.0,Female,Current,11983.03,2025-06-11,Debit,6007.83,B002,0
bf2dbe03,David Waller,73.0,Female,Salary,29392.67,2025-05-12,Credit,2604.18,B001,1
30e2492b,Zachary Wells,55.0,Male,Salary,30958.63,2025-04-22,Credit,9589.21,B002,1
b81dcdf5,Kara Harris,48.0,Female,Salary,81631.68,2024-02-29,Credit,1373.08,B004,0
40993f5a,Marilyn Duffy,45.0,Male,Salary,33690.91,2024-11-28,Debit,4425.5,B003,1
8afa1e6e,Tyler Vargas,30.0,Female,Savings,38279.86,2024-06-02,Debit,1584.31,B005,0
5a2fb3d9,John Edwards,62.0,Female,Savings,5003.86,2024-06-27,Debit,4344.24,B001,1
975db57c,Allison Clark,59.0,Female,Savings,6264.43,2024-10-02,Debit,1716.64,B004,0
99e7dcf9,Emily Taylor,63.0,Female,Salary,4847.84,2023-12-17,Credit,2473.92,B004,0
35aae8cb,Harold Hancock,74.0,Female,Salary,15426.54,2023-11-26,Debit,5023.68,B001,1
9176896e,Nancy Smith,22.0,Male,Savings,49518.975,2024-04-20,Credit,3420.07,B001,0
b2bc29d4,Michelle Schroeder,72.0,Male,Current,75721.06,2023-09-23,Debit,5255.29,B002,0
b8f2776b,Cathy Perkins,47.0,Female,Current,48968.64,2023-08-01,Debit,1241.99,B001,0
5ee8e72c,Samantha Giles,27.0,Female,Current,30975.9,2025-04-14,Debit,1653.88,B002,0
aff2de90,Tina Harrington,49.0,Female,Current,49518.975,2024-03-24,Credit,436.2,B005,1
c13c5b15,Tina Freeman,19.0,Male,Savings,28373.01,2024-12-22,Credit,4482.3,B002,1
56603bfc,Michael Edwards,64.0,Male,Savings,32121.7,2024-05-13,Credit,5852.51,B003,1
99d54d24,Michele Moore,47.0,Male,Current,15309.36,2023-10-01,Credit,7573.54,B003,0
9714d87b,Leslie Irwin,48.0,Female,Salary,53016.88,2025-01-11,Debit,9984.5,B002,0
eefd5260,Victor Thompson,61.0,Male,Savings,82887.25,2024-11-17,Credit,8523.97,B005,1
3d8a93bc,Theresa Hicks,74.0,Male,Salary,65919.36,2023-12-09,Debit,9687.45,B005,1
1e068814,Daniel Stephenson,46.0,Male,Salary,10047.8,2024-05-29,Debit,8926.53,B005,1
05d60099,Kimberly Perez,74.0,Female,Savings,53690.24,2023-09-02,Credit,4586.7,B004,0
ad214d37,Claudia Webb,46.0,Female,Current,66211.99,2025-03-20,Credit,2100.98,B005,0
7f0f1103,Patrick Mckinney,67.0,Female,Current,2223.75,2023-12-06,Credit,1254.02,B003,1
81761d87,Mario Doyle,57.0,Female,Current,42253.78,2024-08-31,Credit,7318.99,B005,0
aaa73151,David Bartlett,43.0,Male,Savings,33225.2,2024-01-05,Debit,8426.12,B003,0
12e27e61,Joshua Sherman,63.0,Female,Savings,15848.5,2024-07-21,Debit,5043.43,B004,1
8b2e7acd,Victor Bond,54.0,Male,Savings,90901.89,2025-02-03,Credit,9512.4,B003,1
334cc2a0,Frank Shaw,20.0,Female,Savings,54966.61,2023-10-02,Debit,2000.89,B004,1
666c5457,Juan Mendez,23.0,Female,Savings,29516.2,2024-06-05,Debit,2765.91,B002,1
6d75842d,Jessica Mccarthy,65.0,Male,Savings,26903.07,2023-09-10,Debit,3204.22,B005,0
3653fae9,Neil Luna,46.0,Male,Current,74280.91,2025-05-07,Debit,1443.96,B003,1
0e09393f,Stephanie Gutierrez,59.0,Male,Salary,99929.37,2025-02-22,Debit,732.97,B002,1
f803def2,Mr. Joseph Jenkins,52.0,Female,Savings,42112.79,2024-09-22,Debit,5592.76,B005,1
67a0b8e7,Mariah Castillo,69.0,Female,Savings,28090.4,2024-08-27,Debit,7626.78,B005,0
50201ba3,Melissa Flores,27.0,Female,Savings,59990.76,2025-05-27,Credit,6617.35,B003,0
f83dbd8c,David Williamson,23.0,Male,Salary,41845.41,2024-03-02,Credit,1292.32,B004,1
5ea17aa3,Karen Guzman,62.0,Female,Current,49296.7,2023-08-02,Credit,9911.7,B005,1
cf2cc9b1,Trevor Dixon,42.0,Male,Current,9886.08,2025-01-06,Debit,9262.65,B005,0
541f2d60,Donald Willis,32.0,Male,Current,34654.58,2024-10-24,Debit,3718.08,B002,0
cb5411ab,Alex Lee,41.0,Male,Savings,91745.58,2023-09-15,Debit,6361.19,B002,0
77a1b1de,Sean Coleman,62.0,Female,Current,55977.89,2024-06-20,Debit,5186.52,B001,0
dd4973b6,Michael Smith,30.0,Female,Savings,66839.84,2025-03-24,Credit,5856.88,B002,0
1b37dc8c,Wendy Vance,26.0,Male,Salary,40979.52,2024-11-13,Debit,1215.06,B004,1
fb07f117,Steve Erickson,72.0,Male,Savings,72491.17,2024-12-05,Debit,2317.29,B004,1
